iter	Passed	Remaining
1662	44312	8979
1663	44330	8951
1664	44351	8923
1665	44369	8895
1666	44388	8867
1667	44407	8838
1668	44447	8814
1669	44464	8786
1670	44488	8759
1671	44508	8731
1672	44528	8703
1673	44545	8674
1674	44565	8646
1675	44586	8619
1676	44623	8594
1677	44638	8565
1678	44658	8538
1679	44675	8509
1680	44696	8482
1681	44721	8455
1682	44742	8427
1683	44767	8400
1684	44788	8372
1685	44807	8344
1686	44846	8320
1687	44863	8292
1688	44884	8264
1689	44901	8236
1690	44922	8208
1691	44940	8180
1692	44959	8152
1693	44980	8125
1694	45000	8097
1695	45018	8069
1696	45060	8045
1697	45077	8017
1698	45099	7989
1699	45116	7961
1700	45137	7934
1701	45158	7906
1702	45180	7879
1703	45198	7851
1704	45219	7823
1705	45243	7796
1706	45283	7772
1707	45300	7744
1708	45320	7716
1709	45337	7688
1710	45358	7661
1711	45375	7633
1712	45395	7605
1713	45412	7577
1714	45434	7550
1715	45451	7522
1716	45489	7497
1717	45507	7469
1718	45528	7442
1719	45550	7415
1720	45574	7388
1721	45593	7360
1722	45616	7333
1723	45636	7306
1724	45679	7282
1725	45709	7256
1726	45744	7231
1727	45775	7205
1728	45811	7180
1729	45840	7154
1730	45889	7131
1731	45925	7106
1732	45970	7082
1733	46006	7057
1734	46046	7033
1735	46067	7005
1736	46095	6979
1737	46119	6952
1738	46149	6926
1739	46177	6900
1740	46226	6876
1741	46255	6850
1742	46288	6825
1743	46314	6798
1744	46348	6772
1745	46377	6746
1746	46423	6723
1747	46453	6696
1748	46476	6669
1749	46498	6642
1750	46520	6615
1751	46543	6588
1752	46585	6563
1753	46609	6537
1754	46636	6510
1755	46659	6483
1756	46686	6456
1757	46717	6430
1758	46765	6407
1759	46790	6380
1760	46821	6354
1761	46848	6327
1762	46876	6301
1763	46901	6274
1764	46948	6250
1765	46974	6224
1766	47002	6197
1767	47032	6171
1768	47063	6145
1769	47088	6118
1770	47130	6094
1771	47151	6066
1772	47178	6040
1773	47205	6013
1774	47239	5988
1775	47260	5960
1776	47304	5936
1777	47332	5909
1778	47363	5883
1779	47393	5857
1780	47422	5831
1781	47451	5804
1782	47490	5779
1783	47507	5752
1784	47530	5724
1785	47555	5698
1786	47585	5671
1787	47603	5644
1788	47626	5617
1789	47642	5589
1790	47688	5564
1791	47708	5537
1792	47730	5510
1793	47751	5483
1794	47773	5455
1795	47794	5428
1796	47819	5401
1797	47841	5374
1798	47884	5350
1799	47910	5323
1800	47933	5296
1801	47955	5269
1802	47980	5242
1803	48007	5215
1804	48041	5190
1805	48069	5163
1806	48110	5138
1807	48131	5111
1808	48157	5084
1809	48179	5057
1810	48216	5032
1811	48248	5005
1812	48297	4981
1813	48325	4955
1814	48359	4929
1815	48386	4902
1816	48419	4876
1817	48447	4850
1818	48500	4826
1819	48526	4799
1820	48552	4772
1821	48576	4745
1822	48602	4718
1823	48626	4692
1824	48667	4666
1825	48700	4640
1826	48732	4614
1827	48763	4588
1828	48797	4562
1829	48830	4536
1830	48883	4511
1831	48903	4484
1832	48936	4458
1833	48965	4432
1834	48999	4405
1835	49035	4380
1836	49087	4355
1837	49115	4328
1838	49154	4303
1839	49186	4277
1840	49236	4252
1841	49267	4225
1842	49301	4199
1843	49334	4173
1844	49386	4149
1845	49418	4122
1846	49455	4096
1847	49489	4070
1848	49535	4045
1849	49558	4018
1850	49594	3992
1851	49616	3965
1852	49647	3938
1853	49678	3912
1854	49732	3887
1855	49756	3860
1856	49785	3833
1857	49810	3806
1858	49845	3780
1859	49868	3753
1860	49915	3728
1861	49941	3701
1862	49980	3675
1863	50007	3648
1864	50034	3621
1865	50057	3594
1866	50108	3569
1867	50131	3542
1868	50158	3515
1869	50184	3488
1870	50212	3462
1871	50232	3434
1872	50271	3408
1873	50293	3381
1874	50317	3354
1875	50339	3327
1876	50362	3300
1877	50385	3273
1878	50411	3246
1879	50429	3218
1880	50497	3194
1881	50518	3167
1882	50559	3141
1883	50579	3114
1884	50606	3087
1885	50630	3060
1886	50654	3033
1887	50681	3006
1888	50721	2980
1889	50743	2953
1890	50767	2926
1891	50789	2899
1892	50818	2872
1893	50842	2845
1894	50872	2818
1895	50896	2791
1896	50938	2765
1897	50957	2738
1898	50979	2711
1899	51000	2684
1900	51023	2657
1901	51041	2629
1902	51065	2602
1903	51086	2575
1904	51124	2549
1905	51140	2522
1906	51164	2495
1907	51188	2468
1908	51213	2441
1909	51230	2414
1910	51253	2387
1911	51271	2359
1912	51311	2333
1913	51328	2306
1914	51351	2279
1915	51370	2252
1916	51391	2225
1917	51409	2197
1918	51431	2170
1919	51450	2143
1920	51472	2116
1921	51489	2089
1922	51532	2063
1923	51549	2036
1924	51572	2009
1925	51589	1982
1926	51616	1955
1927	51633	1928
1928	51654	1901
1929	51673	1874
1930	51693	1847
1931	51710	1820
1932	51751	1793
1933	51769	1766
1934	51791	1739
1935	51809	1712
1936	51831	1685
1937	51849	1658
1938	51870	1631
1939	51888	1604
1940	51910	1577
1941	51928	1550
1942	51967	1524
1943	51985	1497
1944	52007	1470
1945	52024	1443
1946	52049	1416
1947	52070	1389
1948	52091	1363
1949	52111	1336
1950	52133	1309
1951	52152	1282
1952	52192	1256
1953	52208	1229
1954	52229	1202
1955	52247	1175
1956	52270	1148
1957	52287	1121
1958	52310	1094
1959	52328	1067
1960	52349	1041
1961	52369	1014
1962	52409	987
1963	52425	960
1964	52446	934
1965	52463	907
1966	52486	880
1967	52505	853
1968	52523	826
1969	52541	800
1970	52564	773
1971	52582	746
1972	52622	720
1973	52640	693
1974	52664	666
1975	52682	639
1976	52704	613
1977	52722	586
1978	52744	559
1979	52762	532
1980	52783	506
1981	52801	479
1982	52854	453
1983	52874	426
1984	52897	399
1985	52917	373
1986	52940	346
1987	52961	319
1988	52984	293
1989	53005	266
1990	53052	239
1991	53069	213
1992	53095	186
1993	53113	159
1994	53135	133
1995	53154	106
1996	53176	79
1997	53195	53
1998	53217	26
1999	53235	0
