iter	RMSE
1681	704.7702218
1682	704.6949129
1683	704.641882
1684	704.574273
1685	704.4914857
1686	704.3797817
1687	704.3114018
1688	704.2422435
1689	704.1573335
1690	704.0913015
1691	703.9491211
1692	703.8948488
1693	703.7812843
1694	703.6925096
1695	703.5883476
1696	703.5128758
1697	703.4327962
1698	703.3461872
1699	703.3012606
1700	703.1974325
1701	703.1317857
1702	703.0488761
1703	702.958471
1704	702.8780399
1705	702.7958511
1706	702.7179826
1707	702.6600102
1708	702.561377
1709	702.4552522
1710	702.3770883
1711	702.3006883
1712	702.1963781
1713	702.1183137
1714	702.0245035
1715	701.953748
1716	701.8813813
1717	701.8409118
1718	701.7891406
1719	701.6532872
1720	701.5596098
1721	701.4879531
1722	701.3520587
1723	701.2586352
1724	701.1838448
1725	701.0989138
1726	701.0111756
1727	700.941063
1728	700.8162923
1729	700.7200196
1730	700.6666425
1731	700.6016179
1732	700.5339642
1733	700.4536742
1734	700.3818627
1735	700.300379
1736	700.2230764
1737	700.1600637
1738	700.0351279
1739	699.955745
1740	699.850851
1741	699.7620095
1742	699.6598359
1743	699.6085855
1744	699.4945799
1745	699.3906743
1746	699.3090046
1747	699.2361899
1748	699.1213006
1749	699.0619701
1750	698.914652
1751	698.8385888
1752	698.7734652
1753	698.6598328
1754	698.5635103
1755	698.4697246
1756	698.3884701
1757	698.2804402
1758	698.2046258
1759	698.0902358
1760	697.9780539
1761	697.8802028
1762	697.7924979
1763	697.7139896
1764	697.625002
1765	697.5189373
1766	697.4466981
1767	697.3655014
1768	697.2816558
1769	697.1992898
1770	697.1208788
1771	697.0390333
1772	696.9314651
1773	696.8247105
1774	696.7149529
1775	696.6187035
1776	696.5262676
1777	696.4110111
1778	696.324048
1779	696.2139269
1780	696.1045733
1781	696.004964
1782	695.9036286
1783	695.8333071
1784	695.7348135
1785	695.6391803
1786	695.5915878
1787	695.5130478
1788	695.4450972
1789	695.3730076
1790	695.2955902
1791	695.2259615
1792	695.1366713
1793	695.0122225
1794	694.909349
1795	694.8266112
1796	694.7192883
1797	694.610579
1798	694.532606
1799	694.4392587
1800	694.3741165
1801	694.2633443
1802	694.1843309
1803	694.0906113
1804	694.0183938
1805	693.8863254
1806	693.8177256
1807	693.7636224
1808	693.6743534
1809	693.5865589
1810	693.5030354
1811	693.4333719
1812	693.340306
1813	693.2638035
1814	693.120969
1815	693.0551443
1816	692.9926652
1817	692.9123883
1818	692.8357315
1819	692.7718884
1820	692.7182732
1821	692.6478279
1822	692.5000681
1823	692.3914987
1824	692.3100213
1825	692.2341629
1826	692.1210801
1827	692.001917
1828	691.9402833
1829	691.8765151
1830	691.8075663
1831	691.7285953
1832	691.6386451
1833	691.5414252
1834	691.4535093
1835	691.3529874
1836	691.2531484
1837	691.181511
1838	691.1207352
1839	691.0249664
1840	690.925105
1841	690.8553555
1842	690.7820385
1843	690.6794791
1844	690.6180248
1845	690.4884033
1846	690.4263329
1847	690.3395973
1848	690.2642891
1849	690.1954909
1850	690.0991735
1851	690.0034613
1852	689.9297362
1853	689.850744
1854	689.7899139
1855	689.7237261
1856	689.6633262
1857	689.594794
1858	689.5187278
1859	689.4375212
1860	689.3636581
1861	689.2197587
1862	689.1276134
1863	689.0477413
1864	688.9684719
1865	688.9230522
1866	688.847137
1867	688.7855873
1868	688.7168237
1869	688.6319175
1870	688.5217841
1871	688.4386452
1872	688.3303937
1873	688.2446622
1874	688.1742735
1875	688.0782128
1876	688.0174235
1877	687.9252781
1878	687.8648705
1879	687.7984665
1880	687.7394526
1881	687.6759283
1882	687.6060537
1883	687.5188869
1884	687.4002976
1885	687.3246523
1886	687.2499538
1887	687.1620447
1888	687.0808918
1889	687.0117695
1890	686.9391209
1891	686.865901
1892	686.8060618
1893	686.7167538
1894	686.5990534
1895	686.494035
1896	686.4118318
1897	686.3419954
1898	686.2649703
1899	686.1884957
1900	686.1019726
1901	686.0432321
1902	685.9720131
1903	685.87455
1904	685.8012729
1905	685.7333787
1906	685.6561207
1907	685.5116405
1908	685.4495856
1909	685.3578757
1910	685.292977
1911	685.2279137
1912	685.1643209
1913	685.1095324
1914	685.0535509
1915	684.9929397
1916	684.9340873
1917	684.8294004
1918	684.7717873
1919	684.6749876
1920	684.5987153
1921	684.5238623
1922	684.4595458
1923	684.3320073
1924	684.2750784
1925	684.216592
1926	684.1160846
1927	684.0571201
1928	683.9561983
1929	683.884388
1930	683.7921622
1931	683.7377496
1932	683.6620997
1933	683.5911985
1934	683.5186594
1935	683.4426356
1936	683.3537197
1937	683.2886677
1938	683.2217602
1939	683.1501496
1940	682.9871044
1941	682.9126351
1942	682.8719756
1943	682.8234507
1944	682.7282065
1945	682.6106428
1946	682.5583707
1947	682.4571617
1948	682.3516621
1949	682.2564506
1950	682.1908981
1951	682.1341412
1952	682.0692661
1953	682.0041305
1954	681.9366437
1955	681.8227007
1956	681.7284931
1957	681.6567767
1958	681.5830032
1959	681.49506
1960	681.4164166
1961	681.342226
1962	681.211492
1963	681.0916081
1964	680.9753995
1965	680.8841887
1966	680.7869408
1967	680.6977331
1968	680.6277053
1969	680.5538561
1970	680.4684041
1971	680.3778693
1972	680.3169989
1973	680.271754
1974	680.1961115
1975	680.150697
1976	680.0957139
1977	680.030216
1978	679.9019718
1979	679.8151794
1980	679.6675486
1981	679.5753388
1982	679.5267039
1983	679.4492246
1984	679.3716013
1985	679.31214
1986	679.2711652
1987	679.2024255
1988	679.1439146
1989	679.0908094
1990	678.9837387
1991	678.866812
1992	678.7942581
1993	678.737263
1994	678.6862775
1995	678.5835029
1996	678.4804238
1997	678.3833233
1998	678.2838732
1999	678.2347104
