iter	RMSE
167	972.9878104
168	972.4344666
169	971.9065609
170	971.2195038
171	970.6852703
172	970.1469464
173	969.6662037
174	969.1216247
175	968.6048969
176	967.8687066
177	967.3459043
178	966.8071532
179	966.0922555
180	965.6618564
181	965.2362789
182	964.6738358
183	964.1012096
184	963.5391087
185	962.981035
186	962.4698777
187	962.0007596
188	961.4891768
189	960.9446111
190	960.5820507
191	960.1358253
192	959.6086344
193	959.0293076
194	958.6906922
195	958.3774538
196	957.8831704
197	957.3835941
198	956.7991636
199	956.3479495
200	955.8347171
201	955.4137994
202	955.0258079
203	954.5065781
204	954.1361362
205	953.657677
206	953.1604885
207	952.8045509
208	952.4037959
209	952.104658
210	951.5480417
211	951.0712351
212	950.3974501
213	949.8777318
214	949.3942249
215	948.80109
216	948.3140895
217	948.0541467
218	947.6782632
219	947.1918717
220	946.795677
221	946.4694633
222	945.9861177
223	945.46882
224	945.0749248
225	944.6527537
226	944.2843022
227	943.9290119
228	943.5385009
229	943.0251745
230	942.54086
231	942.1474648
232	941.7866669
233	941.4436972
234	941.0769542
235	940.6700232
236	940.2961043
237	939.7688309
238	939.1924043
239	938.655224
240	938.1336445
241	937.8165069
242	937.292187
243	936.9744835
244	936.5765703
245	936.2498031
246	935.9440706
247	935.4712372
248	935.1522592
249	934.9077108
250	934.5995074
251	934.2420478
252	933.8697187
253	933.352311
254	933.0709211
255	932.7963098
256	932.4766455
257	932.0507652
258	931.6777013
259	931.2498005
260	930.8316474
261	930.4780674
262	930.2090698
263	929.950081
264	929.516091
265	929.2796062
266	929.0625488
267	928.7169529
268	928.4947064
269	928.1379574
270	927.6529479
271	927.3217404
272	927.0145481
273	926.7845082
274	926.5066778
275	926.2619868
276	926.0168504
277	925.3926493
278	925.0804689
279	924.8113141
280	924.600486
281	924.3022977
282	924.0595607
283	923.6925233
284	923.4228268
285	923.1738377
286	922.7656636
287	922.5585705
288	922.1899327
289	921.7803756
290	921.5429072
291	921.2708193
292	921.095075
293	920.6323633
294	920.35392
295	920.0664807
296	919.7833264
297	919.4909194
298	919.157983
299	918.6938839
300	918.4135906
301	918.0432368
302	917.6455573
303	917.3128381
304	917.0040602
305	916.7368714
306	916.3931883
307	915.9834294
308	915.7443661
309	915.3155539
310	915.1064732
311	914.9336666
312	914.6563428
313	914.4221554
314	914.1607723
315	913.8722489
316	913.6268799
317	913.207692
318	912.898193
319	912.5132075
320	912.316084
321	911.9179158
322	911.6925199
323	911.4059115
324	911.1274882
325	910.8050731
326	910.5776495
327	910.3791077
328	910.0353168
329	909.744206
330	909.4157008
331	909.2224977
332	908.9177452
333	908.5764985
334	908.2691421
335	907.993104
336	907.6343542
337	907.3561186
338	907.0992051
339	906.7544395
340	906.4419598
341	906.1718705
342	905.8772744
343	905.6574581
344	905.2289284
345	904.9573363
346	904.7047802
347	904.3520009
348	904.0964451
349	903.8899536
350	903.6782417
351	903.4343561
352	903.2460429
353	902.9881731
354	902.7748746
355	902.3884266
356	901.9060106
357	901.586843
358	901.2012929
359	900.9699553
360	900.6620851
361	900.3824463
362	900.0981961
363	899.6962615
364	899.3733707
365	899.225358
366	898.9603737
367	898.7016827
368	898.4320934
369	898.1673999
370	898.0117984
371	897.7838351
372	897.5685493
373	897.3846907
374	897.0213582
375	896.8390797
376	896.6274194
377	896.3759279
378	896.1800634
379	895.9272993
380	895.6717976
381	895.4896517
382	895.2353972
383	895.0240796
384	894.761601
385	894.537853
386	894.1282819
387	893.7990578
388	893.4983384
389	893.2399053
390	892.8750304
391	892.7171832
392	892.4673406
393	892.1745272
394	892.041473
395	891.8068635
396	891.6865849
397	891.3717018
398	891.1485676
399	890.8404071
400	890.6247477
401	890.3236715
402	890.1171447
403	889.8013042
404	889.5128969
405	889.291322
406	888.9529262
407	888.7920984
408	888.43308
409	888.2122801
410	888.0689206
411	887.7610106
412	887.5150874
413	887.2383329
414	887.0297953
415	886.8712288
416	886.7154889
417	886.4527081
418	886.1901683
419	885.9342408
420	885.6277187
421	885.3146193
422	885.1429778
423	884.861604
424	884.7176777
425	884.559323
426	884.1910275
427	883.9249217
428	883.6927894
429	883.495107
430	883.3494288
431	883.0390882
432	882.7516175
433	882.5724681
434	882.2895285
435	881.9342211
436	881.705063
437	881.4675271
438	881.3322408
439	881.1226498
440	880.9523718
441	880.6777254
442	880.4606651
443	880.2864788
444	880.0585636
445	879.743754
446	879.5658616
447	879.296513
448	879.1006699
449	878.9004283
450	878.7160079
451	878.4462853
452	878.1814858
453	877.9147118
454	877.740436
455	877.4977257
456	877.3557028
457	877.1768084
458	876.9974907
459	876.8068032
460	876.7125875
461	876.4496917
462	876.3140225
463	876.1791236
464	875.8983487
465	875.6594132
466	875.5070948
467	875.326044
468	875.1143777
469	874.8849974
470	874.608423
471	874.4496178
472	874.2373996
473	874.0580511
474	873.7880275
475	873.5836213
476	873.3253865
477	873.1064581
478	872.8534196
479	872.6810384
480	872.4466243
481	872.1806456
482	871.958133
483	871.7118279
484	871.5365458
485	871.3296454
486	871.2104224
487	870.997311
488	870.8026746
489	870.5695499
490	870.2243657
491	869.9488509
492	869.6983492
493	869.5398817
494	869.267911
495	869.0753334
496	868.6902554
497	868.4894734
498	868.2148679
499	868.0343609
500	867.702489
501	867.4261043
502	867.1620487
503	866.9372495
504	866.7539503
505	866.5635762
506	866.3769793
507	866.1700747
508	865.9584057
509	865.7445015
510	865.6371849
511	865.4377605
512	865.1612399
513	864.9546125
514	864.6448025
515	864.406066
516	864.2592852
517	864.0114169
518	863.7688741
519	863.5921636
520	863.3821846
521	863.2116859
522	863.0317897
523	862.8156866
524	862.6607857
525	862.4362751
526	862.2500793
527	862.0254142
528	861.8875637
529	861.7217356
530	861.3589916
531	861.1977168
532	861.0800417
533	860.8770072
534	860.6532593
535	860.3954918
536	860.2638485
537	860.0976817
538	859.9484321
539	859.7593218
540	859.589242
541	859.2999329
542	859.0805114
543	858.9187986
544	858.6929058
545	858.4466626
546	858.2416323
547	858.1114132
548	857.9158072
549	857.6714204
550	857.5456122
551	857.2966023
552	856.9868553
553	856.8568855
554	856.5984889
555	856.479499
556	856.3044851
557	856.0780864
558	855.9391513
559	855.7627602
560	855.5495902
561	855.3026862
562	855.1368616
563	854.9775575
564	854.7768964
565	854.6361796
566	854.3904146
567	854.2951772
568	854.0660768
569	853.8277084
570	853.6197958
571	853.4525721
572	853.2631109
573	853.0862478
574	852.8287664
575	852.6280083
576	852.4109647
577	852.2700084
578	851.9444866
579	851.7885475
580	851.6098849
581	851.4438457
582	851.2761864
583	851.1399176
584	851.0088104
585	850.7250878
586	850.5149678
587	850.3453307
588	850.1073248
589	849.8827842
590	849.7720095
591	849.6427802
592	849.3217629
593	849.1534369
594	848.9509314
595	848.7902347
596	848.6429276
597	848.4890888
598	848.2506865
599	848.1290957
600	847.9193596
601	847.6453844
602	847.3795511
603	847.2551071
604	847.0155452
605	846.8294718
606	846.6196793
607	846.3118298
608	846.0979032
609	845.7934382
610	845.5784185
611	845.4008818
612	845.1448198
613	844.9499878
614	844.7667174
615	844.5330125
616	844.3627518
617	844.1490163
618	843.9073561
619	843.6997129
620	843.5283515
621	843.3175445
622	843.1837899
623	842.9627038
624	842.8118169
625	842.5437234
626	842.346888
627	842.1605892
628	841.9973974
629	841.8250406
630	841.6604977
631	841.4954797
632	841.3448917
633	841.2014882
634	841.0670879
635	840.9275977
636	840.7079712
637	840.5602851
638	840.2564489
639	840.0994196
640	839.930251
641	839.7604109
642	839.6440034
643	839.5200302
644	839.2850016
645	839.0258934
646	838.8917461
647	838.6578069
648	838.4841068
649	838.1798899
650	837.9234857
651	837.7015619
652	837.5514993
653	837.3467704
654	837.1645563
655	837.0013614
656	836.7625473
657	836.6029715
658	836.4194595
659	836.2238467
660	836.0830594
661	835.9197765
662	835.7716366
663	835.5486657
664	835.3282755
665	835.1227881
666	834.9243656
667	834.7491871
668	834.562567
669	834.3918752
670	834.1017118
671	833.9407507
672	833.735971
673	833.5831158
674	833.4175436
675	833.1738581
676	833.0122496
677	832.8512424
678	832.7455112
679	832.6249445
680	832.425962
681	832.2889717
682	832.113994
683	831.9174617
684	831.6914764
685	831.529819
686	831.3373207
687	831.1577565
688	830.9937026
689	830.7644113
690	830.5271665
691	830.3957582
692	830.1818301
693	830.0274091
694	829.8235311
695	829.5871498
696	829.459857
697	829.2846118
698	829.1017065
699	828.8283725
700	828.6793694
701	828.5435689
702	828.3608505
703	828.0625994
704	827.9153048
705	827.7253607
706	827.6023212
707	827.4088446
708	827.2202068
709	826.9586914
710	826.7861794
711	826.6295198
712	826.4875214
713	826.2682332
714	826.1406232
715	825.9206838
716	825.718686
717	825.5557536
718	825.4276386
719	825.2619006
720	825.1074477
721	824.9082325
722	824.6914976
723	824.5285949
724	824.3907955
725	824.1540143
726	823.9541769
727	823.8448962
728	823.6461915
729	823.4258459
730	823.287066
731	823.1254801
732	823.0075644
733	822.782539
734	822.5577148
735	822.4340862
736	822.2759242
737	822.0421423
738	821.8070191
739	821.5651307
740	821.4213961
741	821.3003958
742	821.1480705
743	820.9174779
744	820.764663
745	820.5872208
746	820.4198697
747	820.3181168
748	820.1264813
749	819.9918205
750	819.7457271
751	819.5612063
752	819.3869034
753	819.1526691
754	818.9791218
755	818.8282417
756	818.6733918
757	818.5472977
758	818.367937
759	818.1597679
760	817.9965227
761	817.8014297
762	817.6984916
763	817.4978385
764	817.3599281
765	817.2264751
766	817.0859084
767	816.9437241
768	816.8095209
769	816.6496372
770	816.5052215
771	816.3011947
772	816.1411543
773	815.9934265
774	815.9016149
775	815.7151268
776	815.5618651
777	815.4055257
778	815.2441364
779	815.1119622
780	814.956587
781	814.7910248
782	814.6376872
783	814.4525604
784	814.3479672
785	814.2268455
786	814.0584803
787	813.8445671
788	813.7048929
789	813.5527608
790	813.3703394
791	813.1669783
792	812.9748121
793	812.8007362
794	812.6356473
795	812.5206973
796	812.33355
797	812.1901258
798	811.982372
799	811.8763438
800	811.744834
801	811.4796181
802	811.3182038
803	811.1658194
804	810.9375457
805	810.8132731
806	810.6657013
807	810.5746336
808	810.4325723
809	810.3496167
810	810.2422252
811	810.0217187
812	809.8579833
813	809.7469596
814	809.6150051
815	809.4910409
816	809.2653435
817	809.0588158
818	808.8622718
819	808.6719856
820	808.5033369
821	808.2939771
822	808.1819917
823	808.0805413
824	807.9254283
825	807.7879041
826	807.6699423
827	807.4431068
828	807.2918107
829	807.1380745
830	807.0146056
831	806.8594498
832	806.6708894
833	806.451969
834	806.3282105
835	806.2178355
836	806.038688
837	805.8516851
838	805.6875824
839	805.5821975
840	805.4745429
841	805.2709218
842	805.0924964
843	804.8610104
844	804.677903
845	804.53027
846	804.3562884
847	804.1826388
848	804.0085493
849	803.8945451
850	803.7859577
851	803.6342638
852	803.4505116
853	803.1860855
854	802.9911741
855	802.8853238
856	802.6499007
857	802.4753581
858	802.3728456
859	802.2349043
860	802.1058102
861	801.9115826
862	801.7644507
863	801.5482034
864	801.4072915
865	801.2882482
866	801.0951698
867	800.8519235
868	800.6975631
869	800.5111454
870	800.3864763
871	800.2793353
872	800.1425411
873	800.0099344
874	799.7733224
875	799.5965869
876	799.4744686
877	799.3552893
878	799.1924899
879	799.0795939
880	798.9351602
881	798.8062037
882	798.6994463
883	798.5306607
884	798.3421568
885	798.1859139
886	797.9495533
887	797.7620157
888	797.618786
889	797.5009582
890	797.3818601
891	797.1412981
892	796.9804721
893	796.8693813
894	796.7557459
895	796.5823664
896	796.4994012
897	796.3444545
898	796.1026486
899	795.9501781
900	795.7146807
901	795.5686081
902	795.3587761
903	795.1881513
904	795.0466411
905	794.903314
906	794.7563466
907	794.639774
908	794.4746353
909	794.1934192
910	794.1084114
911	793.8813993
912	793.7729911
913	793.7045019
914	793.5995579
915	793.4602791
916	793.375769
917	793.2286655
918	793.052064
919	792.8822712
920	792.701693
921	792.5881036
922	792.4632304
923	792.2843356
924	792.1258991
925	791.9164516
926	791.7610036
927	791.5159393
928	791.4035884
929	791.3143079
930	791.152765
931	791.0063527
932	790.8582711
933	790.6687848
934	790.5065231
935	790.3764347
936	790.1915411
937	790.0363803
938	789.8955668
939	789.760668
940	789.5875956
941	789.4820754
942	789.2747003
943	789.1468931
944	788.9895477
945	788.8141876
946	788.6270991
947	788.4533131
948	788.2671322
949	788.0488436
950	787.8907244
951	787.7521183
952	787.5794693
953	787.4674692
954	787.3303471
955	787.140719
956	787.0080896
957	786.8911385
958	786.6991984
959	786.5419653
960	786.4523795
961	786.2987323
962	786.142566
963	785.9819255
964	785.8145003
965	785.6546149
966	785.4444605
967	785.2794527
968	785.0983947
969	784.9604477
970	784.7879337
971	784.6786555
972	784.5473703
973	784.3967456
974	784.1874126
975	784.0880496
976	783.9923917
977	783.8611822
978	783.7470196
979	783.6771839
980	783.5648006
981	783.445764
982	783.2094597
983	783.1116407
984	782.9632194
985	782.8197468
986	782.7464884
987	782.5590414
988	782.4395189
989	782.3109378
990	782.0997717
991	781.9590988
992	781.8088159
993	781.6606678
994	781.5332585
995	781.4439647
996	781.3073467
997	781.2098635
998	781.131818
999	781.0142955
1000	780.8351458
1001	780.6736861
1002	780.5640885
1003	780.436563
1004	780.2315793
1005	780.1323686
1006	780.0242339
1007	779.8610051
1008	779.7255692
1009	779.5634469
1010	779.3379359
1011	779.2259472
1012	779.0760167
1013	778.9333447
1014	778.7979963
1015	778.6071633
1016	778.4572987
1017	778.33689
1018	778.2002472
1019	778.0514423
1020	777.913033
1021	777.7592388
1022	777.6241623
1023	777.5223332
1024	777.397282
1025	777.1607257
1026	777.0023041
1027	776.7920156
1028	776.6892266
1029	776.494427
1030	776.3374295
1031	776.1354104
1032	776.0004422
1033	775.9156315
1034	775.7486047
1035	775.5824099
1036	775.4507683
1037	775.3252312
1038	775.181216
1039	775.0786903
1040	774.9667814
1041	774.8194067
1042	774.7064981
1043	774.5961201
1044	774.5034348
1045	774.3901449
1046	774.2782955
1047	774.1924039
1048	774.0340256
1049	773.908047
1050	773.786662
1051	773.5972553
1052	773.489154
1053	773.3681943
1054	773.2349453
1055	773.0674724
1056	772.9643814
1057	772.8290252
1058	772.6946275
1059	772.5464172
1060	772.429848
1061	772.2905867
1062	772.147402
1063	772.0171739
1064	771.8886418
1065	771.7756948
1066	771.664308
1067	771.5869413
1068	771.4642475
1069	771.4005079
1070	771.2774968
1071	771.0660422
1072	770.9105846
1073	770.7722603
1074	770.6281445
1075	770.4737207
1076	770.3374271
1077	770.2121605
1078	770.1001948
1079	769.9641813
1080	769.8243698
1081	769.6627669
1082	769.495988
1083	769.4083756
1084	769.3276602
1085	769.1586774
1086	768.9411126
1087	768.7618798
1088	768.6804448
1089	768.5944064
1090	768.4795463
1091	768.3477311
1092	768.1946327
1093	768.1020351
1094	767.9979843
1095	767.8754039
1096	767.7743605
1097	767.6468403
1098	767.4926238
1099	767.3307194
1100	767.246767
1101	767.1752908
1102	767.0515256
1103	766.9587038
1104	766.8279145
1105	766.730636
1106	766.5416844
1107	766.3880612
1108	766.2867625
1109	766.1616854
1110	766.0391633
1111	765.9022507
1112	765.7635468
1113	765.6476866
1114	765.5222099
1115	765.4163311
1116	765.3320946
1117	765.2262964
1118	765.0678001
1119	764.92706
1120	764.7708135
1121	764.6065514
1122	764.461604
1123	764.3534964
1124	764.1301386
1125	764.013893
1126	763.9069094
1127	763.827295
1128	763.7389165
1129	763.5744741
1130	763.4590368
1131	763.2943378
1132	763.1748691
1133	763.0393334
1134	762.9126742
1135	762.8314973
1136	762.7556105
1137	762.6251365
1138	762.5365417
1139	762.396741
1140	762.3023212
1141	762.1784226
1142	762.0687958
1143	761.9102007
1144	761.7439475
1145	761.6282414
1146	761.5365184
1147	761.3552818
1148	761.1947034
1149	761.0891247
1150	760.9755052
1151	760.8732967
1152	760.6831505
1153	760.5701308
1154	760.4656114
1155	760.3629277
1156	760.2479591
1157	760.1674106
1158	760.0811911
1159	760.0118724
1160	759.916433
1161	759.8050664
1162	759.6563493
1163	759.5171042
1164	759.4159488
1165	759.2965906
1166	759.1697697
1167	759.0524299
1168	758.9337544
1169	758.8191288
1170	758.7232345
1171	758.5424873
1172	758.4411125
1173	758.3343802
1174	758.2392629
1175	758.0721947
1176	757.9288838
1177	757.8428098
1178	757.7057097
1179	757.5375049
1180	757.3876879
1181	757.2939379
1182	757.1770355
1183	757.0765235
1184	756.9602417
1185	756.8056963
1186	756.6744114
1187	756.5010881
1188	756.3858794
1189	756.1895382
1190	756.0414489
1191	755.9160075
1192	755.8144167
1193	755.7292772
1194	755.6197294
1195	755.5159626
1196	755.4217351
1197	755.2576972
1198	755.1607642
1199	754.9446017
1200	754.8144328
1201	754.700681
1202	754.506649
1203	754.3561208
1204	754.2466064
1205	754.1288247
1206	754.0294955
1207	753.9278147
1208	753.8363183
1209	753.7245484
1210	753.6147394
1211	753.5074849
1212	753.4036619
1213	753.2910708
1214	753.1711569
1215	753.0559035
1216	752.8484351
1217	752.7398888
1218	752.664241
1219	752.5334988
1220	752.4440953
1221	752.3223591
1222	752.1576066
1223	752.0593567
1224	751.9646616
1225	751.7809931
1226	751.7149834
1227	751.621219
1228	751.5375134
1229	751.4316458
1230	751.3323947
1231	751.1636307
1232	751.0583813
1233	750.8846343
1234	750.792807
1235	750.628032
1236	750.5558095
1237	750.4508682
1238	750.3323236
1239	750.1759618
1240	750.0302397
1241	749.9138813
1242	749.8423742
1243	749.753212
1244	749.5730041
1245	749.4026112
1246	749.2611014
1247	749.1795359
1248	749.0129992
1249	748.9011658
1250	748.8153118
1251	748.7221673
1252	748.637028
1253	748.4641331
1254	748.3536437
1255	748.2536749
1256	748.1312366
1257	748.0201401
1258	747.8949362
1259	747.7748863
1260	747.6373619
1261	747.5100472
1262	747.3923807
1263	747.2729936
1264	747.1687272
1265	747.0585879
1266	746.9702815
1267	746.8073631
1268	746.7277062
1269	746.6128181
1270	746.4881384
1271	746.3956255
1272	746.3241054
1273	746.2505131
1274	746.1216717
1275	746.001922
1276	745.892503
1277	745.7571371
1278	745.6609615
1279	745.5745728
1280	745.4982172
1281	745.398532
1282	745.2705664
1283	745.1694696
1284	745.0927732
1285	745.0080492
1286	744.9104873
1287	744.7346804
1288	744.626908
1289	744.4378916
1290	744.3166269
1291	744.2239029
1292	744.1255568
1293	744.0087738
1294	743.8604568
1295	743.7714065
1296	743.7014982
1297	743.5742027
1298	743.4516197
1299	743.3598222
1300	743.2676515
1301	743.1673942
1302	743.0163958
1303	742.9578107
1304	742.7944137
1305	742.6047
1306	742.5014432
1307	742.3813414
1308	742.2833173
1309	742.113085
1310	742.0123629
1311	741.9113687
1312	741.8033908
1313	741.7232547
1314	741.5955862
1315	741.4729078
1316	741.3788473
1317	741.3043797
1318	741.1805476
1319	741.0034984
1320	740.8989357
1321	740.8138324
1322	740.730352
1323	740.6265944
1324	740.4816404
1325	740.3938885
1326	740.2595392
1327	740.1717359
1328	740.054227
1329	739.9460746
1330	739.8727354
1331	739.7586105
1332	739.659419
1333	739.5715283
1334	739.4638401
1335	739.3698963
1336	739.2652804
1337	739.1516464
1338	739.053919
1339	738.9407899
1340	738.7974312
1341	738.6708858
1342	738.5728064
1343	738.4162406
1344	738.2953474
1345	738.1776302
1346	738.0868274
1347	737.9921692
1348	737.8447729
1349	737.7385924
1350	737.6588889
1351	737.5894005
1352	737.4943944
1353	737.3943472
1354	737.2907906
1355	737.2296179
1356	737.126689
1357	737.0478586
1358	736.9381966
1359	736.8240655
1360	736.757221
1361	736.6492468
1362	736.5737577
1363	736.4803201
1364	736.3334353
1365	736.1930013
1366	736.0807789
1367	735.9856419
1368	735.879721
1369	735.802343
1370	735.6653924
1371	735.6068417
1372	735.5232382
1373	735.3878911
1374	735.2430883
1375	735.1026793
1376	734.9272032
1377	734.8109243
1378	734.7386233
1379	734.6573846
1380	734.5947652
1381	734.4666973
1382	734.3470473
1383	734.2473766
1384	734.1646711
1385	734.0134919
1386	733.9197979
1387	733.8693393
1388	733.7835659
1389	733.7000171
1390	733.6160261
1391	733.4826853
1392	733.3926026
1393	733.293984
1394	733.1604294
1395	733.0566745
1396	732.970228
1397	732.8168408
1398	732.6718068
1399	732.5715589
1400	732.4210189
1401	732.2781437
1402	732.16992
1403	732.0981238
1404	732.0229866
1405	731.8865315
1406	731.7182053
1407	731.5921922
1408	731.4450699
1409	731.3285966
1410	731.2358112
1411	731.0920473
1412	730.9865783
1413	730.8585699
1414	730.7265097
1415	730.6329466
1416	730.5170899
1417	730.3807203
1418	730.2330011
1419	730.1310665
1420	730.0482715
1421	729.9104194
1422	729.8374638
1423	729.776733
1424	729.665282
1425	729.5600611
1426	729.4271871
1427	729.3069648
1428	729.1638028
1429	729.0749247
1430	729.014802
1431	728.9231117
1432	728.8517252
1433	728.7457571
1434	728.6031802
1435	728.5122778
1436	728.4009898
1437	728.3104385
1438	728.1657939
1439	728.0655061
1440	727.949545
1441	727.8999397
1442	727.8169358
1443	727.7432176
1444	727.6214246
1445	727.510232
1446	727.389319
1447	727.2218966
1448	727.1159784
1449	727.0427782
1450	726.910046
1451	726.8508908
1452	726.7815429
1453	726.6975359
1454	726.6196386
1455	726.5159256
1456	726.4532873
1457	726.3159832
1458	726.2069969
1459	726.1269289
1460	726.0144291
1461	725.9228393
1462	725.8301371
1463	725.7552117
1464	725.6213632
1465	725.5500257
1466	725.3797925
1467	725.3031459
1468	725.2198209
1469	725.1381107
1470	725.0753582
1471	724.9681966
1472	724.9145634
1473	724.821143
1474	724.7425205
1475	724.6695856
1476	724.5798358
1477	724.4821621
1478	724.3697756
1479	724.273684
1480	724.1759185
1481	724.0855337
1482	723.9843596
1483	723.8444528
1484	723.7516951
1485	723.5931003
1486	723.5078421
1487	723.4043191
1488	723.3405408
1489	723.1869739
1490	723.0599497
1491	722.9641904
1492	722.900119
1493	722.8101374
1494	722.7084664
1495	722.613712
1496	722.541305
1497	722.4399363
1498	722.3595632
1499	722.2640942
1500	722.1913963
1501	722.0963292
1502	721.9890234
1503	721.8991717
1504	721.8262826
1505	721.7058046
1506	721.5841304
1507	721.4878318
1508	721.4074207
1509	721.2617632
1510	721.1581459
1511	721.0698937
1512	720.9143812
1513	720.8113872
1514	720.72591
1515	720.626947
1516	720.5578673
1517	720.4726449
1518	720.3903767
1519	720.2567449
1520	720.1669894
1521	720.0311017
1522	719.9093694
1523	719.8293097
1524	719.7617356
1525	719.6609125
1526	719.5347897
1527	719.4497625
1528	719.3733306
1529	719.2841643
1530	719.2107131
1531	719.0652655
1532	718.9744988
1533	718.8935148
1534	718.8253088
1535	718.756464
1536	718.6181691
1537	718.4939012
1538	718.3948636
1539	718.3146332
1540	718.1942202
1541	718.0925883
1542	717.9401837
1543	717.8660233
1544	717.723558
1545	717.6091751
1546	717.4683726
1547	717.3749788
1548	717.3146538
1549	717.2116042
1550	717.1346713
1551	716.9877074
1552	716.8918851
1553	716.7598666
1554	716.6919961
1555	716.5963561
1556	716.4625816
1557	716.3249099
1558	716.2322197
1559	716.135008
1560	716.0094877
1561	715.9230806
1562	715.8180026
1563	715.7117065
1564	715.5871895
1565	715.4913306
1566	715.408484
1567	715.3208128
1568	715.2455169
1569	715.1728258
1570	715.0690926
1571	715.0014727
1572	714.8642255
1573	714.7752792
1574	714.7084931
1575	714.6432733
1576	714.5839012
1577	714.5112666
1578	714.3820783
1579	714.2856153
1580	714.2272197
1581	714.1291098
1582	714.0475319
1583	713.9650891
1584	713.830434
1585	713.7695072
1586	713.6840786
1587	713.5601105
1588	713.4881033
1589	713.4225394
1590	713.3169013
1591	713.2185103
1592	713.127399
1593	713.0370284
1594	712.9718967
1595	712.8585983
1596	712.7563437
1597	712.6249834
1598	712.5446805
1599	712.4339254
1600	712.3275156
1601	712.2482119
1602	712.1537186
1603	712.0421251
1604	711.9449072
1605	711.8907005
1606	711.7844685
1607	711.7008252
1608	711.5660846
1609	711.4459115
1610	711.2718153
1611	711.2074136
1612	711.1501058
1613	711.0587289
1614	710.9819946
1615	710.9194048
1616	710.8310627
1617	710.7502916
1618	710.6607514
1619	710.5831466
1620	710.5249596
1621	710.4584838
1622	710.3759421
1623	710.2675437
1624	710.1310925
1625	710.0146006
1626	709.921745
1627	709.8620553
1628	709.7176638
1629	709.639902
1630	709.5244342
1631	709.4487978
1632	709.3640062
1633	709.2505189
1634	709.1467201
1635	709.0784746
1636	709.0083292
1637	708.9336089
1638	708.8302034
1639	708.7557903
1640	708.6738656
1641	708.5967472
1642	708.4955381
1643	708.3865983
1644	708.2429338
1645	708.1589307
1646	708.0873238
1647	708.0104004
1648	707.9308723
1649	707.8170273
1650	707.7081708
1651	707.618948
1652	707.543054
1653	707.4084268
1654	707.2990035
1655	707.2078483
1656	707.097711
1657	707.0081199
1658	706.8799993
1659	706.7931758
1660	706.6929235
1661	706.5951863
1662	706.5333157
1663	706.4570581
1664	706.3433695
1665	706.2815538
1666	706.1583964
1667	706.0609439
1668	705.9198917
1669	705.8478049
1670	705.765449
1671	705.6872002
1672	705.5977824
1673	705.5140085
1674	705.4171756
1675	705.3395019
1676	705.2480281
1677	705.1650201
1678	705.0918704
1679	705.0212091
1680	704.8698848
